candidate_id,query_name,generic_class,query_family,query_type,g_class,root_entity,collection_name,variant,design_pattern,benchmark_priority,embedded_entities,referenced_entities,materialized_entities,n_embedded_entities,n_referenced_entities,n_materialized_entities,DeltaRratio,query_update_volatility_score,max_observed_sharedness_score,physical_mapping_reliability,combined_document_design_risk_class,rationale,candidate_spec,candidate_spec_json
q7_persons_who_bought_more_ibmthan_sold__g7__update_aware_references,Q7_PersonsWhoBoughtMoreIBMThanSold,QG7,Aggregation / ranking,select,G7,Person,persons_update_aware,update_aware_references,update_aware_reference_design,secondary_affected,"['Corporation', 'SellTransaction']","['Person', 'FinancialServiceAccount', 'BuyTransaction', 'Transaction', 'ListedSecurity']",[],2,5,0,1.0,0.7702857142857144,0.2958825,needs_review_no_observed_match,strong_read_candidate_high_update_pressure,Prefer references for update-volatile entities to reduce write amplification and document maintenance cost.,"{'candidate_id': 'q7_persons_who_bought_more_ibmthan_sold__g7__update_aware_references', 'query_name': 'Q7_PersonsWhoBoughtMoreIBMThanSold', 'g_class': 'G7', 'root_entity': 'Person', 'collection_name': 'persons_update_aware', 'design_pattern': 'update_aware_reference_design', 'embedded_entities': ['Corporation', 'SellTransaction'], 'referenced_entities': ['Person', 'FinancialServiceAccount', 'BuyTransaction', 'Transaction', 'ListedSecurity'], 'materialized_entities': [], 'rationale': 'Prefer references for update-volatile entities to reduce write amplification and document maintenance cost.'}","{""candidate_id"": ""q7_persons_who_bought_more_ibmthan_sold__g7__update_aware_references"", ""query_name"": ""Q7_PersonsWhoBoughtMoreIBMThanSold"", ""g_class"": ""G7"", ""root_entity"": ""Person"", ""collection_name"": ""persons_update_aware"", ""design_pattern"": ""update_aware_reference_design"", ""embedded_entities"": [""Corporation"", ""SellTransaction""], ""referenced_entities"": [""Person"", ""FinancialServiceAccount"", ""BuyTransaction"", ""Transaction"", ""ListedSecurity""], ""materialized_entities"": [], ""rationale"": ""Prefer references for update-volatile entities to reduce write amplification and document maintenance cost.""}"
q7_persons_who_bought_more_ibmthan_sold__g9__tradeoff_benchmark_candidate,Q7_PersonsWhoBoughtMoreIBMThanSold,QG7,Aggregation / ranking,select,G9,Person,persons_tradeoff,tradeoff_benchmark_candidate,benchmark_tradeoff_alternative,secondary_affected,"['Corporation', 'SellTransaction']","['FinancialServiceAccount', 'ListedSecurity', 'Transaction', 'Person', 'BuyTransaction']",[],2,5,0,1.0,0.7702857142857144,0.2958825,needs_review_no_observed_match,strong_read_candidate_high_update_pressure,"Generate a benchmark-required trade-off candidate because the query has read-reduction potential together with update pressure, sharedness pressure, or mapping uncertainty.","{'candidate_id': 'q7_persons_who_bought_more_ibmthan_sold__g9__tradeoff_benchmark_candidate', 'query_name': 'Q7_PersonsWhoBoughtMoreIBMThanSold', 'g_class': 'G9', 'root_entity': 'Person', 'collection_name': 'persons_tradeoff', 'design_pattern': 'benchmark_tradeoff_alternative', 'embedded_entities': ['Corporation', 'SellTransaction'], 'referenced_entities': ['FinancialServiceAccount', 'ListedSecurity', 'Transaction', 'Person', 'BuyTransaction'], 'materialized_entities': [], 'rationale': 'Generate a benchmark-required trade-off candidate because the query has read-reduction potential together with update pressure, sharedness pressure, or mapping uncertainty.'}","{""candidate_id"": ""q7_persons_who_bought_more_ibmthan_sold__g9__tradeoff_benchmark_candidate"", ""query_name"": ""Q7_PersonsWhoBoughtMoreIBMThanSold"", ""g_class"": ""G9"", ""root_entity"": ""Person"", ""collection_name"": ""persons_tradeoff"", ""design_pattern"": ""benchmark_tradeoff_alternative"", ""embedded_entities"": [""Corporation"", ""SellTransaction""], ""referenced_entities"": [""FinancialServiceAccount"", ""ListedSecurity"", ""Transaction"", ""Person"", ""BuyTransaction""], ""materialized_entities"": [], ""rationale"": ""Generate a benchmark-required trade-off candidate because the query has read-reduction potential together with update pressure, sharedness pressure, or mapping uncertainty.""}"
q8_ibmtransactions_below_average_selling_price__control__normalized_reference_baseline,Q8_IBMTransactionsBelowAverageSellingPrice,QG8,Aggregation / ranking,select,CONTROL,Transaction,transactions_normalized_baseline,normalized_reference_baseline,normalized_reference_baseline,control,[],"['SellTransaction', 'ListedSecurity', 'Corporation']",[],0,3,0,1.0,0.649,0.2958825,needs_review_no_observed_match,strong_read_candidate_high_update_pressure,Control configuration. Keep related entities as independent collections connected by references.,"{'candidate_id': 'q8_ibmtransactions_below_average_selling_price__control__normalized_reference_baseline', 'query_name': 'Q8_IBMTransactionsBelowAverageSellingPrice', 'g_class': 'CONTROL', 'root_entity': 'Transaction', 'collection_name': 'transactions_normalized_baseline', 'design_pattern': 'normalized_reference_baseline', 'embedded_entities': [], 'referenced_entities': ['SellTransaction', 'ListedSecurity', 'Corporation'], 'materialized_entities': [], 'rationale': 'Control configuration. Keep related entities as independent collections connected by references.'}","{""candidate_id"": ""q8_ibmtransactions_below_average_selling_price__control__normalized_reference_baseline"", ""query_name"": ""Q8_IBMTransactionsBelowAverageSellingPrice"", ""g_class"": ""CONTROL"", ""root_entity"": ""Transaction"", ""collection_name"": ""transactions_normalized_baseline"", ""design_pattern"": ""normalized_reference_baseline"", ""embedded_entities"": [], ""referenced_entities"": [""SellTransaction"", ""ListedSecurity"", ""Corporation""], ""materialized_entities"": [], ""rationale"": ""Control configuration. Keep related entities as independent collections connected by references.""}"
q8_ibmtransactions_below_average_selling_price__g3__association_references,Q8_IBMTransactionsBelowAverageSellingPrice,QG8,Aggregation / ranking,select,G3,Transaction,transactions_with_references,association_references,association_references,primary,[],"['ListedSecurity', 'Transaction']",[],0,2,0,1.0,0.649,0.2958825,needs_review_no_observed_match,strong_read_candidate_high_update_pressure,"Represent associative, ownership, or subtype links through references or small embedded summaries because these links may connect reusable or independently managed entities.","{'candidate_id': 'q8_ibmtransactions_below_average_selling_price__g3__association_references', 'query_name': 'Q8_IBMTransactionsBelowAverageSellingPrice', 'g_class': 'G3', 'root_entity': 'Transaction', 'collection_name': 'transactions_with_references', 'design_pattern': 'association_references', 'embedded_entities': [], 'referenced_entities': ['ListedSecurity', 'Transaction'], 'materialized_entities': [], 'rationale': 'Represent associative, ownership, or subtype links through references or small embedded summaries because these links may connect reusable or independently managed entities.'}","{""candidate_id"": ""q8_ibmtransactions_below_average_selling_price__g3__association_references"", ""query_name"": ""Q8_IBMTransactionsBelowAverageSellingPrice"", ""g_class"": ""G3"", ""root_entity"": ""Transaction"", ""collection_name"": ""transactions_with_references"", ""design_pattern"": ""association_references"", ""embedded_entities"": [], ""referenced_entities"": [""ListedSecurity"", ""Transaction""], ""materialized_entities"": [], ""rationale"": ""Represent associative, ownership, or subtype links through references or small embedded summaries because these links may connect reusable or independently managed entities.""}"
q8_ibmtransactions_below_average_selling_price__g5__shared_targets_as_references,Q8_IBMTransactionsBelowAverageSellingPrice,QG8,Aggregation / ranking,select,G5,Transaction,transactions_shared_refs,shared_targets_as_references,shared_target_reference_strategy,primary,"['Corporation', 'SellTransaction']","['ListedSecurity', 'Transaction']",[],2,2,0,1.0,0.649,0.2958825,needs_review_no_observed_match,strong_read_candidate_high_update_pressure,Use references for shared target entities to avoid excessive duplication when the same target is reused by many source entities.,"{'candidate_id': 'q8_ibmtransactions_below_average_selling_price__g5__shared_targets_as_references', 'query_name': 'Q8_IBMTransactionsBelowAverageSellingPrice', 'g_class': 'G5', 'root_entity': 'Transaction', 'collection_name': 'transactions_shared_refs', 'design_pattern': 'shared_target_reference_strategy', 'embedded_entities': ['Corporation', 'SellTransaction'], 'referenced_entities': ['ListedSecurity', 'Transaction'], 'materialized_entities': [], 'rationale': 'Use references for shared target entities to avoid excessive duplication when the same target is reused by many source entities.'}","{""candidate_id"": ""q8_ibmtransactions_below_average_selling_price__g5__shared_targets_as_references"", ""query_name"": ""Q8_IBMTransactionsBelowAverageSellingPrice"", ""g_class"": ""G5"", ""root_entity"": ""Transaction"", ""collection_name"": ""transactions_shared_refs"", ""design_pattern"": ""shared_target_reference_strategy"", ""embedded_entities"": [""Corporation"", ""SellTransaction""], ""referenced_entities"": [""ListedSecurity"", ""Transaction""], ""materialized_entities"": [], ""rationale"": ""Use references for shared target entities to avoid excessive duplication when the same target is reused by many source entities.""}"
q8_ibmtransactions_below_average_selling_price__g6__materialized_query_view,Q8_IBMTransactionsBelowAverageSellingPrice,QG8,Aggregation / ranking,select,G6,Transaction,transactions_q8_ibmtransactions_below_average_selling_price_materialized,materialized_query_view,aggregation_materialized_collection,primary,[],[],"['Transaction', 'SellTransaction', 'ListedSecurity', 'Corporation']",0,0,4,1.0,0.649,0.2958825,needs_review_no_observed_match,strong_read_candidate_high_update_pressure,"Create a materialized query-oriented collection because the query has aggregation, ranking, or comparison behavior.","{'candidate_id': 'q8_ibmtransactions_below_average_selling_price__g6__materialized_query_view', 'query_name': 'Q8_IBMTransactionsBelowAverageSellingPrice', 'g_class': 'G6', 'root_entity': 'Transaction', 'collection_name': 'transactions_q8_ibmtransactions_below_average_selling_price_materialized', 'design_pattern': 'aggregation_materialized_collection', 'embedded_entities': [], 'referenced_entities': [], 'materialized_entities': ['Transaction', 'SellTransaction', 'ListedSecurity', 'Corporation'], 'rationale': 'Create a materialized query-oriented collection because the query has aggregation, ranking, or comparison behavior.'}","{""candidate_id"": ""q8_ibmtransactions_below_average_selling_price__g6__materialized_query_view"", ""query_name"": ""Q8_IBMTransactionsBelowAverageSellingPrice"", ""g_class"": ""G6"", ""root_entity"": ""Transaction"", ""collection_name"": ""transactions_q8_ibmtransactions_below_average_selling_price_materialized"", ""design_pattern"": ""aggregation_materialized_collection"", ""embedded_entities"": [], ""referenced_entities"": [], ""materialized_entities"": [""Transaction"", ""SellTransaction"", ""ListedSecurity"", ""Corporation""], ""rationale"": ""Create a materialized query-oriented collection because the query has aggregation, ranking, or comparison behavior.""}"
q8_ibmtransactions_below_average_selling_price__g7__update_aware_references,Q8_IBMTransactionsBelowAverageSellingPrice,QG8,Aggregation / ranking,select,G7,Transaction,transactions_update_aware,update_aware_references,update_aware_reference_design,secondary_affected,"['Corporation', 'SellTransaction']","['Transaction', 'ListedSecurity']",[],2,2,0,1.0,0.649,0.2958825,needs_review_no_observed_match,strong_read_candidate_high_update_pressure,Prefer references for update-volatile entities to reduce write amplification and document maintenance cost.,"{'candidate_id': 'q8_ibmtransactions_below_average_selling_price__g7__update_aware_references', 'query_name': 'Q8_IBMTransactionsBelowAverageSellingPrice', 'g_class': 'G7', 'root_entity': 'Transaction', 'collection_name': 'transactions_update_aware', 'design_pattern': 'update_aware_reference_design', 'embedded_entities': ['Corporation', 'SellTransaction'], 'referenced_entities': ['Transaction', 'ListedSecurity'], 'materialized_entities': [], 'rationale': 'Prefer references for update-volatile entities to reduce write amplification and document maintenance cost.'}","{""candidate_id"": ""q8_ibmtransactions_below_average_selling_price__g7__update_aware_references"", ""query_name"": ""Q8_IBMTransactionsBelowAverageSellingPrice"", ""g_class"": ""G7"", ""root_entity"": ""Transaction"", ""collection_name"": ""transactions_update_aware"", ""design_pattern"": ""update_aware_reference_design"", ""embedded_entities"": [""Corporation"", ""SellTransaction""], ""referenced_entities"": [""Transaction"", ""ListedSecurity""], ""materialized_entities"": [], ""rationale"": ""Prefer references for update-volatile entities to reduce write amplification and document maintenance cost.""}"
q8_ibmtransactions_below_average_selling_price__g9__tradeoff_benchmark_candidate,Q8_IBMTransactionsBelowAverageSellingPrice,QG8,Aggregation / ranking,select,G9,Transaction,transactions_tradeoff,tradeoff_benchmark_candidate,benchmark_tradeoff_alternative,secondary_affected,"['Corporation', 'SellTransaction']","['ListedSecurity', 'Transaction']",[],2,2,0,1.0,0.649,0.2958825,needs_review_no_observed_match,strong_read_candidate_high_update_pressure,"Generate a benchmark-required trade-off candidate because the query has read-reduction potential together with update pressure, sharedness pressure, or mapping uncertainty.","{'candidate_id': 'q8_ibmtransactions_below_average_selling_price__g9__tradeoff_benchmark_candidate', 'query_name': 'Q8_IBMTransactionsBelowAverageSellingPrice', 'g_class': 'G9', 'root_entity': 'Transaction', 'collection_name': 'transactions_tradeoff', 'design_pattern': 'benchmark_tradeoff_alternative', 'embedded_entities': ['Corporation', 'SellTransaction'], 'referenced_entities': ['ListedSecurity', 'Transaction'], 'materialized_entities': [], 'rationale': 'Generate a benchmark-required trade-off candidate because the query has read-reduction potential together with update pressure, sharedness pressure, or mapping uncertainty.'}","{""candidate_id"": ""q8_ibmtransactions_below_average_selling_price__g9__tradeoff_benchmark_candidate"", ""query_name"": ""Q8_IBMTransactionsBelowAverageSellingPrice"", ""g_class"": ""G9"", ""root_entity"": ""Transaction"", ""collection_name"": ""transactions_tradeoff"", ""design_pattern"": ""benchmark_tradeoff_alternative"", ""embedded_entities"": [""Corporation"", ""SellTransaction""], ""referenced_entities"": [""ListedSecurity"", ""Transaction""], ""materialized_entities"": [], ""rationale"": ""Generate a benchmark-required trade-off candidate because the query has read-reduction potential together with update pressure, sharedness pressure, or mapping uncertainty.""}"
q9_persons_who_bought_and_sold_same_stock__control__normalized_reference_baseline,Q9_PersonsWhoBoughtAndSoldSameStock,QG9,Associative retrieval + comparison,select,CONTROL,Person,persons_normalized_baseline,normalized_reference_baseline,normalized_reference_baseline,control,[],"['FinancialServiceAccount', 'BuyTransaction', 'SellTransaction', 'Transaction', 'ListedSecurity']",[],0,5,0,1.0,0.8320000000000001,0.2958825,ok,strong_read_candidate_high_update_pressure,Control configuration. Keep related entities as independent collections connected by references.,"{'candidate_id': 'q9_persons_who_bought_and_sold_same_stock__control__normalized_reference_baseline', 'query_name': 'Q9_PersonsWhoBoughtAndSoldSameStock', 'g_class': 'CONTROL', 'root_entity': 'Person', 'collection_name': 'persons_normalized_baseline', 'design_pattern': 'normalized_reference_baseline', 'embedded_entities': [], 'referenced_entities': ['FinancialServiceAccount', 'BuyTransaction', 'SellTransaction', 'Transaction', 'ListedSecurity'], 'materialized_entities': [], 'rationale': 'Control configuration. Keep related entities as independent collections connected by references.'}","{""candidate_id"": ""q9_persons_who_bought_and_sold_same_stock__control__normalized_reference_baseline"", ""query_name"": ""Q9_PersonsWhoBoughtAndSoldSameStock"", ""g_class"": ""CONTROL"", ""root_entity"": ""Person"", ""collection_name"": ""persons_normalized_baseline"", ""design_pattern"": ""normalized_reference_baseline"", ""embedded_entities"": [], ""referenced_entities"": [""FinancialServiceAccount"", ""BuyTransaction"", ""SellTransaction"", ""Transaction"", ""ListedSecurity""], ""materialized_entities"": [], ""rationale"": ""Control configuration. Keep related entities as independent collections connected by references.""}"
q9_persons_who_bought_and_sold_same_stock__g2__embed_containment_children,Q9_PersonsWhoBoughtAndSoldSameStock,QG9,Associative retrieval + comparison,select,G2,Person,persons_with_containment,embed_containment_children,embedded_containment,primary,"['Holding', 'Transaction']",[],[],2,0,0,1.0,0.8320000000000001,0.2958825,ok,strong_read_candidate_high_update_pressure,Embed containment children because the query follows containment paths that can be represented as nested arrays or subdocuments.,"{'candidate_id': 'q9_persons_who_bought_and_sold_same_stock__g2__embed_containment_children', 'query_name': 'Q9_PersonsWhoBoughtAndSoldSameStock', 'g_class': 'G2', 'root_entity': 'Person', 'collection_name': 'persons_with_containment', 'design_pattern': 'embedded_containment', 'embedded_entities': ['Holding', 'Transaction'], 'referenced_entities': [], 'materialized_entities': [], 'rationale': 'Embed containment children because the query follows containment paths that can be represented as nested arrays or subdocuments.'}","{""candidate_id"": ""q9_persons_who_bought_and_sold_same_stock__g2__embed_containment_children"", ""query_name"": ""Q9_PersonsWhoBoughtAndSoldSameStock"", ""g_class"": ""G2"", ""root_entity"": ""Person"", ""collection_name"": ""persons_with_containment"", ""design_pattern"": ""embedded_containment"", ""embedded_entities"": [""Holding"", ""Transaction""], ""referenced_entities"": [], ""materialized_entities"": [], ""rationale"": ""Embed containment children because the query follows containment paths that can be represented as nested arrays or subdocuments.""}"
q9_persons_who_bought_and_sold_same_stock__g3__association_references,Q9_PersonsWhoBoughtAndSoldSameStock,QG9,Associative retrieval + comparison,select,G3,Person,persons_with_references,association_references,association_references,primary,[],"['FinancialServiceAccount', 'ListedSecurity', 'Transaction']",[],0,3,0,1.0,0.8320000000000001,0.2958825,ok,strong_read_candidate_high_update_pressure,"Represent associative, ownership, or subtype links through references or small embedded summaries because these links may connect reusable or independently managed entities.","{'candidate_id': 'q9_persons_who_bought_and_sold_same_stock__g3__association_references', 'query_name': 'Q9_PersonsWhoBoughtAndSoldSameStock', 'g_class': 'G3', 'root_entity': 'Person', 'collection_name': 'persons_with_references', 'design_pattern': 'association_references', 'embedded_entities': [], 'referenced_entities': ['FinancialServiceAccount', 'ListedSecurity', 'Transaction'], 'materialized_entities': [], 'rationale': 'Represent associative, ownership, or subtype links through references or small embedded summaries because these links may connect reusable or independently managed entities.'}","{""candidate_id"": ""q9_persons_who_bought_and_sold_same_stock__g3__association_references"", ""query_name"": ""Q9_PersonsWhoBoughtAndSoldSameStock"", ""g_class"": ""G3"", ""root_entity"": ""Person"", ""collection_name"": ""persons_with_references"", ""design_pattern"": ""association_references"", ""embedded_entities"": [], ""referenced_entities"": [""FinancialServiceAccount"", ""ListedSecurity"", ""Transaction""], ""materialized_entities"": [], ""rationale"": ""Represent associative, ownership, or subtype links through references or small embedded summaries because these links may connect reusable or independently managed entities.""}"
q9_persons_who_bought_and_sold_same_stock__g4__deep_nested_path,Q9_PersonsWhoBoughtAndSoldSameStock,QG9,Associative retrieval + comparison,select,G4,Person,persons_deep_nested,deep_nested_path,deep_nested_document,primary,"['BuyTransaction', 'FinancialServiceAccount', 'ListedSecurity', 'SellTransaction', 'Transaction']",[],[],5,0,0,1.0,0.8320000000000001,0.2958825,ok,strong_read_candidate_high_update_pressure,Create a deep nested document following the query path because the query reaches entities at multiple conceptual depths.,"{'candidate_id': 'q9_persons_who_bought_and_sold_same_stock__g4__deep_nested_path', 'query_name': 'Q9_PersonsWhoBoughtAndSoldSameStock', 'g_class': 'G4', 'root_entity': 'Person', 'collection_name': 'persons_deep_nested', 'design_pattern': 'deep_nested_document', 'embedded_entities': ['BuyTransaction', 'FinancialServiceAccount', 'ListedSecurity', 'SellTransaction', 'Transaction'], 'referenced_entities': [], 'materialized_entities': [], 'rationale': 'Create a deep nested document following the query path because the query reaches entities at multiple conceptual depths.'}","{""candidate_id"": ""q9_persons_who_bought_and_sold_same_stock__g4__deep_nested_path"", ""query_name"": ""Q9_PersonsWhoBoughtAndSoldSameStock"", ""g_class"": ""G4"", ""root_entity"": ""Person"", ""collection_name"": ""persons_deep_nested"", ""design_pattern"": ""deep_nested_document"", ""embedded_entities"": [""BuyTransaction"", ""FinancialServiceAccount"", ""ListedSecurity"", ""SellTransaction"", ""Transaction""], ""referenced_entities"": [], ""materialized_entities"": [], ""rationale"": ""Create a deep nested document following the query path because the query reaches entities at multiple conceptual depths.""}"
q9_persons_who_bought_and_sold_same_stock__g5__shared_targets_as_references,Q9_PersonsWhoBoughtAndSoldSameStock,QG9,Associative retrieval + comparison,select,G5,Person,persons_shared_refs,shared_targets_as_references,shared_target_reference_strategy,primary,"['BuyTransaction', 'SellTransaction']","['FinancialServiceAccount', 'ListedSecurity', 'Transaction']",[],2,3,0,1.0,0.8320000000000001,0.2958825,ok,strong_read_candidate_high_update_pressure,Use references for shared target entities to avoid excessive duplication when the same target is reused by many source entities.,"{'candidate_id': 'q9_persons_who_bought_and_sold_same_stock__g5__shared_targets_as_references', 'query_name': 'Q9_PersonsWhoBoughtAndSoldSameStock', 'g_class': 'G5', 'root_entity': 'Person', 'collection_name': 'persons_shared_refs', 'design_pattern': 'shared_target_reference_strategy', 'embedded_entities': ['BuyTransaction', 'SellTransaction'], 'referenced_entities': ['FinancialServiceAccount', 'ListedSecurity', 'Transaction'], 'materialized_entities': [], 'rationale': 'Use references for shared target entities to avoid excessive duplication when the same target is reused by many source entities.'}","{""candidate_id"": ""q9_persons_who_bought_and_sold_same_stock__g5__shared_targets_as_references"", ""query_name"": ""Q9_PersonsWhoBoughtAndSoldSameStock"", ""g_class"": ""G5"", ""root_entity"": ""Person"", ""collection_name"": ""persons_shared_refs"", ""design_pattern"": ""shared_target_reference_strategy"", ""embedded_entities"": [""BuyTransaction"", ""SellTransaction""], ""referenced_entities"": [""FinancialServiceAccount"", ""ListedSecurity"", ""Transaction""], ""materialized_entities"": [], ""rationale"": ""Use references for shared target entities to avoid excessive duplication when the same target is reused by many source entities.""}"
q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,Q9_PersonsWhoBoughtAndSoldSameStock,QG9,Associative retrieval + comparison,select,G7,Person,persons_update_aware,update_aware_references,update_aware_reference_design,secondary_affected,['SellTransaction'],"['Person', 'FinancialServiceAccount', 'BuyTransaction', 'Transaction', 'ListedSecurity']",[],1,5,0,1.0,0.8320000000000001,0.2958825,ok,strong_read_candidate_high_update_pressure,Prefer references for update-volatile entities to reduce write amplification and document maintenance cost.,"{'candidate_id': 'q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references', 'query_name': 'Q9_PersonsWhoBoughtAndSoldSameStock', 'g_class': 'G7', 'root_entity': 'Person', 'collection_name': 'persons_update_aware', 'design_pattern': 'update_aware_reference_design', 'embedded_entities': ['SellTransaction'], 'referenced_entities': ['Person', 'FinancialServiceAccount', 'BuyTransaction', 'Transaction', 'ListedSecurity'], 'materialized_entities': [], 'rationale': 'Prefer references for update-volatile entities to reduce write amplification and document maintenance cost.'}","{""candidate_id"": ""q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references"", ""query_name"": ""Q9_PersonsWhoBoughtAndSoldSameStock"", ""g_class"": ""G7"", ""root_entity"": ""Person"", ""collection_name"": ""persons_update_aware"", ""design_pattern"": ""update_aware_reference_design"", ""embedded_entities"": [""SellTransaction""], ""referenced_entities"": [""Person"", ""FinancialServiceAccount"", ""BuyTransaction"", ""Transaction"", ""ListedSecurity""], ""materialized_entities"": [], ""rationale"": ""Prefer references for update-volatile entities to reduce write amplification and document maintenance cost.""}"
q9_persons_who_bought_and_sold_same_stock__g9__tradeoff_benchmark_candidate,Q9_PersonsWhoBoughtAndSoldSameStock,QG9,Associative retrieval + comparison,select,G9,Person,persons_tradeoff,tradeoff_benchmark_candidate,benchmark_tradeoff_alternative,secondary_affected,['SellTransaction'],"['FinancialServiceAccount', 'ListedSecurity', 'Transaction', 'Person', 'BuyTransaction']",[],1,5,0,1.0,0.8320000000000001,0.2958825,ok,strong_read_candidate_high_update_pressure,"Generate a benchmark-required trade-off candidate because the query has read-reduction potential together with update pressure, sharedness pressure, or mapping uncertainty.","{'candidate_id': 'q9_persons_who_bought_and_sold_same_stock__g9__tradeoff_benchmark_candidate', 'query_name': 'Q9_PersonsWhoBoughtAndSoldSameStock', 'g_class': 'G9', 'root_entity': 'Person', 'collection_name': 'persons_tradeoff', 'design_pattern': 'benchmark_tradeoff_alternative', 'embedded_entities': ['SellTransaction'], 'referenced_entities': ['FinancialServiceAccount', 'ListedSecurity', 'Transaction', 'Person', 'BuyTransaction'], 'materialized_entities': [], 'rationale': 'Generate a benchmark-required trade-off candidate because the query has read-reduction potential together with update pressure, sharedness pressure, or mapping uncertainty.'}","{""candidate_id"": ""q9_persons_who_bought_and_sold_same_stock__g9__tradeoff_benchmark_candidate"", ""query_name"": ""Q9_PersonsWhoBoughtAndSoldSameStock"", ""g_class"": ""G9"", ""root_entity"": ""Person"", ""collection_name"": ""persons_tradeoff"", ""design_pattern"": ""benchmark_tradeoff_alternative"", ""embedded_entities"": [""SellTransaction""], ""referenced_entities"": [""FinancialServiceAccount"", ""ListedSecurity"", ""Transaction"", ""Person"", ""BuyTransaction""], ""materialized_entities"": [], ""rationale"": ""Generate a benchmark-required trade-off candidate because the query has read-reduction potential together with update pressure, sharedness pressure, or mapping uncertainty.""}"
